Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,velocity_0,velocity_1,velocity_2,velocity_Magnitude,vtkValidPointMask
654,0.654,0.5,0.654,0,0.823235,0.0757038,0.0438693,0,0.0874962,1
655,0.655,0.5,0.655,0,0.82403,0.0765755,0.043942,0,0.0882876,1
656,0.656,0.5,0.656,0,0.824825,0.0774472,0.0440148,0,0.0890807,1
657,0.657,0.5,0.657,0,0.82562,0.078323,0.0440868,0,0.0898784,1
658,0.658,0.5,0.658,0,0.826416,0.079204,0.0441578,0,0.0906818,1
659,0.659,0.5,0.659,0,0.827213,0.0800851,0.0442289,0,0.0914867,1
660,0.66,0.5,0.66,0,0.82801,0.0809663,0.0442999,0,0.0922931,1
661,0.661,0.5,0.661,0,0.828807,0.0818474,0.044371,0,0.0931009,1
662,0.662,0.5,0.662,0,0.829605,0.0827285,0.044442,0,0.09391,1
663,0.663,0.5,0.663,0,0.830403,0.0836096,0.044513,0,0.0947205,1
664,0.664,0.5,0.664,0,0.831201,0.0844906,0.0445841,0,0.0955322,1
665,0.665,0.5,0.665,0,0.832001,0.0853718,0.0446551,0,0.0963453,1
666,0.666,0.5,0.666,0,0.8328,0.0862529,0.0447262,0,0.0971596,1
667,0.667,0.5,0.667,0,0.8336,0.087137,0.0447965,0,0.0979774,1
668,0.668,0.5,0.668,0,0.8344,0.0880271,0.0448653,0,0.0988012,1
669,0.669,0.5,0.669,0,0.835201,0.0889173,0.0449342,0,0.0996262,1
670,0.67,0.5,0.67,0,0.836002,0.0898075,0.0450031,0,0.100452,1
671,0.671,0.5,0.671,0,0.836804,0.0906976,0.0450719,0,0.101279,1
672,0.672,0.5,0.672,0,0.837606,0.0915877,0.0451408,0,0.102108,1
673,0.673,0.5,0.673,0,0.838409,0.0924779,0.0452097,0,0.102937,1
674,0.674,0.5,0.674,0,0.839212,0.0933681,0.0452785,0,0.103768,1
675,0.675,0.5,0.675,0,0.840015,0.0942582,0.0453474,0,0.104599,1
676,0.676,0.5,0.676,0,0.840819,0.0951484,0.0454162,0,0.105432,1
677,0.677,0.5,0.677,0,0.841623,0.0960405,0.0454845,0,0.106267,1
678,0.678,0.5,0.678,0,0.842427,0.096939,0.0455506,0,0.107108,1
679,0.679,0.5,0.679,0,0.843233,0.0978376,0.0456167,0,0.107949,1
680,0.68,0.5,0.68,0,0.844038,0.0987362,0.0456829,0,0.108792,1
681,0.681,0.5,0.681,0,0.844844,0.0996347,0.045749,0,0.109636,1
682,0.682,0.5,0.682,0,0.84565,0.100533,0.0458151,0,0.110481,1
683,0.683,0.5,0.683,0,0.846457,0.101432,0.0458813,0,0.111326,1
684,0.684,0.5,0.684,0,0.847264,0.10233,0.0459474,0,0.112173,1
685,0.685,0.5,0.685,0,0.848071,0.103229,0.0460135,0,0.11302,1
686,0.686,0.5,0.686,0,0.848879,0.104128,0.0460797,0,0.113868,1
687,0.687,0.5,0.687,0,0.849688,0.105027,0.0461454,0,0.114717,1
688,0.688,0.5,0.688,0,0.850496,0.105933,0.0462082,0,0.115573,1
689,0.689,0.5,0.689,0,0.851305,0.106839,0.046271,0,0.116429,1
690,0.69,0.5,0.69,0,0.852115,0.107745,0.0463338,0,0.117285,1
691,0.691,0.5,0.691,0,0.852925,0.108651,0.0463966,0,0.118143,1
692,0.692,0.5,0.692,0,0.853735,0.109557,0.0464594,0,0.119001,1
693,0.693,0.5,0.693,0,0.854546,0.110464,0.0465222,0,0.11986,1
694,0.694,0.5,0.694,0,0.855357,0.11137,0.046585,0,0.12072,1
695,0.695,0.5,0.695,0,0.856169,0.112276,0.0466478,0,0.121581,1
696,0.696,0.5,0.696,0,0.856981,0.113182,0.0467106,0,0.122442,1
697,0.697,0.5,0.697,0,0.857793,0.114088,0.0467732,0,0.123304,1
698,0.698,0.5,0.698,0,0.858606,0.115,0.046832,0,0.124171,1
699,0.699,0.5,0.699,0,0.859419,0.115913,0.0468909,0,0.125038,1
700,0.7,0.5,0.7,0,0.860233,0.116825,0.0469497,0,0.125906,1
701,0.701,0.5,0.701,0,0.861046,0.117738,0.0470085,0,0.126775,1
702,0.702,0.5,0.702,0,0.861861,0.11865,0.0470673,0,0.127645,1
703,0.703,0.5,0.703,0,0.862675,0.119563,0.0471261,0,0.128515,1
704,0.704,0.5,0.704,0,0.863491,0.120475,0.0471849,0,0.129386,1
705,0.705,0.5,0.705,0,0.864306,0.121388,0.0472437,0,0.130257,1
706,0.706,0.5,0.706,0,0.865122,0.1223,0.0473025,0,0.131129,1
707,0.707,0.5,0.707,0,0.865938,0.123213,0.0473613,0,0.132002,1
708,0.708,0.5,0.708,0,0.866755,0.12413,0.0474157,0,0.132878,1
709,0.709,0.5,0.709,0,0.867572,0.125047,0.0474698,0,0.133754,1
710,0.71,0.5,0.71,0,0.868389,0.125965,0.047524,0,0.134631,1
711,0.711,0.5,0.711,0,0.869207,0.126882,0.0475781,0,0.135509,1
712,0.712,0.5,0.712,0,0.870025,0.1278,0.0476322,0,0.136388,1
713,0.713,0.5,0.713,0,0.870844,0.128717,0.0476863,0,0.137266,1
714,0.714,0.5,0.714,0,0.871663,0.129634,0.0477404,0,0.138146,1
715,0.715,0.5,0.715,0,0.872482,0.130552,0.0477945,0,0.139026,1
716,0.716,0.5,0.716,0,0.873302,0.131469,0.0478486,0,0.139906,1
717,0.717,0.5,0.717,0,0.874122,0.132387,0.0479027,0,0.140787,1
718,0.718,0.5,0.718,0,0.874942,0.133307,0.0479523,0,0.141669,1
719,0.719,0.5,0.719,0,0.875763,0.134228,0.0480009,0,0.142552,1
720,0.72,0.5,0.72,0,0.876584,0.135148,0.0480496,0,0.143436,1
721,0.721,0.5,0.721,0,0.877406,0.136069,0.0480982,0,0.14432,1
722,0.722,0.5,0.722,0,0.878228,0.13699,0.0481469,0,0.145204,1
723,0.723,0.5,0.723,0,0.87905,0.137911,0.0481955,0,0.146089,1
724,0.724,0.5,0.724,0,0.879873,0.138831,0.0482442,0,0.146975,1
725,0.725,0.5,0.725,0,0.880696,0.139752,0.0482928,0,0.147861,1
726,0.726,0.5,0.726,0,0.881519,0.140673,0.0483415,0,0.148747,1
727,0.727,0.5,0.727,0,0.882343,0.141593,0.0483901,0,0.149634,1
728,0.728,0.5,0.728,0,0.883167,0.142515,0.0484342,0,0.15052,1
729,0.729,0.5,0.729,0,0.883991,0.143437,0.0484766,0,0.151407,1
730,0.73,0.5,0.73,0,0.884816,0.144359,0.048519,0,0.152295,1
731,0.731,0.5,0.731,0,0.885642,0.145281,0.0485614,0,0.153182,1
732,0.732,0.5,0.732,0,0.886467,0.146203,0.0486038,0,0.15407,1
733,0.733,0.5,0.733,0,0.887293,0.147125,0.0486462,0,0.154959,1
734,0.734,0.5,0.734,0,0.888119,0.148047,0.0486886,0,0.155848,1
735,0.735,0.5,0.735,0,0.888946,0.148969,0.0487309,0,0.156737,1
736,0.736,0.5,0.736,0,0.889773,0.149891,0.0487733,0,0.157627,1
737,0.737,0.5,0.737,0,0.8906,0.150813,0.0488157,0,0.158517,1
738,0.738,0.5,0.738,0,0.891428,0.151735,0.0488537,0,0.159406,1
739,0.739,0.5,0.739,0,0.892256,0.152656,0.048889,0,0.160293,1
740,0.74,0.5,0.74,0,0.893085,0.153577,0.0489242,0,0.161182,1
741,0.741,0.5,0.741,0,0.893913,0.154498,0.0489595,0,0.16207,1
742,0.742,0.5,0.742,0,0.894742,0.15542,0.0489948,0,0.162959,1
743,0.743,0.5,0.743,0,0.895572,0.156341,0.0490301,0,0.163849,1
744,0.744,0.5,0.744,0,0.896402,0.157262,0.0490654,0,0.164738,1
745,0.745,0.5,0.745,0,0.897232,0.158183,0.0491007,0,0.165628,1
746,0.746,0.5,0.746,0,0.898062,0.159104,0.049136,0,0.166519,1
747,0.747,0.5,0.747,0,0.898893,0.160026,0.0491713,0,0.16741,1
748,0.748,0.5,0.748,0,0.899724,0.160945,0.0492024,0,0.168298,1
749,0.749,0.5,0.749,0,0.900556,0.161863,0.0492297,0,0.169184,1
750,0.75,0.5,0.75,0,0.901388,0.162781,0.049257,0,0.17007,1
751,0.751,0.5,0.751,0,0.90222,0.163699,0.0492843,0,0.170957,1
752,0.752,0.5,0.752,0,0.903053,0.164617,0.0493117,0,0.171844,1
753,0.753,0.5,0.753,0,0.903886,0.165535,0.049339,0,0.172731,1
754,0.754,0.5,0.754,0,0.904719,0.166453,0.0493663,0,0.173619,1
755,0.755,0.5,0.755,0,0.905552,0.167371,0.0493936,0,0.174507,1
756,0.756,0.5,0.756,0,0.906386,0.168289,0.0494209,0,0.175395,1
757,0.757,0.5,0.757,0,0.90722,0.169207,0.0494483,0,0.176284,1
758,0.758,0.5,0.758,0,0.908055,0.170122,0.0494718,0,0.177169,1
759,0.759,0.5,0.759,0,0.90889,0.171034,0.0494903,0,0.17805,1
760,0.76,0.5,0.76,0,0.909725,0.171946,0.0495088,0,0.178932,1
761,0.761,0.5,0.761,0,0.910561,0.172858,0.0495273,0,0.179813,1
762,0.762,0.5,0.762,0,0.911397,0.17377,0.0495458,0,0.180695,1
763,0.763,0.5,0.763,0,0.912233,0.174682,0.0495642,0,0.181578,1
764,0.764,0.5,0.764,0,0.91307,0.175594,0.0495827,0,0.18246,1
765,0.765,0.5,0.765,0,0.913906,0.176506,0.0496012,0,0.183343,1
766,0.766,0.5,0.766,0,0.914744,0.177418,0.0496197,0,0.184226,1
767,0.767,0.5,0.767,0,0.915581,0.17833,0.0496382,0,0.18511,1
768,0.768,0.5,0.768,0,0.916419,0.17924,0.0496535,0,0.18599,1
769,0.769,0.5,0.769,0,0.917257,0.180143,0.0496623,0,0.186863,1
770,0.77,0.5,0.77,0,0.918096,0.181046,0.049671,0,0.187737,1
771,0.771,0.5,0.771,0,0.918935,0.18195,0.0496798,0,0.18861,1
772,0.772,0.5,0.772,0,0.919774,0.182853,0.0496885,0,0.189484,1
773,0.773,0.5,0.773,0,0.920613,0.183757,0.0496973,0,0.190359,1
774,0.774,0.5,0.774,0,0.921453,0.18466,0.049706,0,0.191233,1
775,0.775,0.5,0.775,0,0.922293,0.185564,0.0497148,0,0.192108,1
776,0.776,0.5,0.776,0,0.923134,0.186467,0.0497235,0,0.192983,1
777,0.777,0.5,0.777,0,0.923975,0.18737,0.0497323,0,0.193858,1
778,0.778,0.5,0.778,0,0.924816,0.188271,0.0497387,0,0.194731,1
779,0.779,0.5,0.779,0,0.925657,0.189163,0.0497369,0,0.195592,1
780,0.78,0.5,0.78,0,0.926499,0.190055,0.049735,0,0.196455,1
781,0.781,0.5,0.781,0,0.927341,0.190947,0.0497332,0,0.197317,1
782,0.782,0.5,0.782,0,0.928183,0.191839,0.0497313,0,0.19818,1
783,0.783,0.5,0.783,0,0.929026,0.19273,0.0497295,0,0.199043,1
784,0.784,0.5,0.784,0,0.929869,0.193622,0.0497276,0,0.199906,1
785,0.785,0.5,0.785,0,0.930712,0.194514,0.0497258,0,0.20077,1
786,0.786,0.5,0.786,0,0.931556,0.195406,0.0497239,0,0.201633,1
787,0.787,0.5,0.787,0,0.9324,0.196298,0.0497221,0,0.202497,1
788,0.788,0.5,0.788,0,0.933244,0.197188,0.0497188,0,0.203359,1
789,0.789,0.5,0.789,0,0.934088,0.198065,0.0497055,0,0.204207,1
790,0.79,0.5,0.79,0,0.934933,0.198942,0.0496922,0,0.205055,1
791,0.791,0.5,0.791,0,0.935778,0.199819,0.0496789,0,0.205902,1
792,0.792,0.5,0.792,0,0.936624,0.200697,0.0496656,0,0.206751,1
793,0.793,0.5,0.793,0,0.937469,0.201574,0.0496523,0,0.207599,1
794,0.794,0.5,0.794,0,0.938316,0.202451,0.049639,0,0.208448,1
795,0.795,0.5,0.795,0,0.939162,0.203328,0.0496257,0,0.209297,1
796,0.796,0.5,0.796,0,0.940009,0.204205,0.0496124,0,0.210146,1
797,0.797,0.5,0.797,0,0.940855,0.205083,0.049599,0,0.210995,1
798,0.798,0.5,0.798,0,0.941703,0.205959,0.0495855,0,0.211844,1
799,0.799,0.5,0.799,0,0.94255,0.206819,0.0495599,0,0.212674,1
800,0.8,0.5,0.8,0,0.943398,0.207678,0.0495343,0,0.213504,1
801,0.801,0.5,0.801,0,0.944246,0.208538,0.0495087,0,0.214334,1
802,0.802,0.5,0.802,0,0.945095,0.209397,0.049483,0,0.215164,1
803,0.803,0.5,0.803,0,0.945943,0.210256,0.0494574,0,0.215995,1
804,0.804,0.5,0.804,0,0.946792,0.211116,0.0494318,0,0.216826,1
805,0.805,0.5,0.805,0,0.947642,0.211975,0.0494062,0,0.217657,1
806,0.806,0.5,0.806,0,0.948491,0.212834,0.0493806,0,0.218488,1
807,0.807,0.5,0.807,0,0.949341,0.213694,0.049355,0,0.219319,1
808,0.808,0.5,0.808,0,0.950192,0.214553,0.0493294,0,0.220151,1
809,0.809,0.5,0.809,0,0.951042,0.215393,0.0492917,0,0.220962,1
810,0.81,0.5,0.81,0,0.951893,0.216232,0.049253,0,0.22177,1
811,0.811,0.5,0.811,0,0.952744,0.21707,0.0492142,0,0.222579,1
812,0.812,0.5,0.812,0,0.953595,0.217909,0.0491755,0,0.223389,1
813,0.813,0.5,0.813,0,0.954447,0.218747,0.0491368,0,0.224198,1
814,0.814,0.5,0.814,0,0.955299,0.219586,0.049098,0,0.225008,1
815,0.815,0.5,0.815,0,0.956151,0.220424,0.0490593,0,0.225818,1
816,0.816,0.5,0.816,0,0.957004,0.221263,0.0490206,0,0.226628,1
817,0.817,0.5,0.817,0,0.957856,0.222101,0.0489818,0,0.227438,1
818,0.818,0.5,0.818,0,0.95871,0.22294,0.0489431,0,0.228249,1
819,0.819,0.5,0.819,0,0.959563,0.223759,0.048893,0,0.229038,1
820,0.82,0.5,0.82,0,0.960417,0.224574,0.0488403,0,0.229823,1
821,0.821,0.5,0.821,0,0.961271,0.225388,0.0487877,0,0.230608,1
822,0.822,0.5,0.822,0,0.962125,0.226203,0.048735,0,0.231393,1
823,0.823,0.5,0.823,0,0.962979,0.227018,0.0486823,0,0.232179,1
824,0.824,0.5,0.824,0,0.963834,0.227832,0.0486297,0,0.232964,1
825,0.825,0.5,0.825,0,0.964689,0.228647,0.048577,0,0.23375,1
826,0.826,0.5,0.826,0,0.965544,0.229462,0.0485244,0,0.234536,1
827,0.827,0.5,0.827,0,0.9664,0.230276,0.0484717,0,0.235323,1
828,0.828,0.5,0.828,0,0.967256,0.231091,0.0484191,0,0.236109,1
829,0.829,0.5,0.829,0,0.968112,0.231887,0.0483559,0,0.236875,1
830,0.83,0.5,0.83,0,0.968969,0.232675,0.0482885,0,0.237633,1
831,0.831,0.5,0.831,0,0.969825,0.233463,0.0482211,0,0.238391,1
832,0.832,0.5,0.832,0,0.970682,0.234251,0.0481537,0,0.239149,1
833,0.833,0.5,0.833,0,0.971539,0.23504,0.0480863,0,0.239908,1
834,0.834,0.5,0.834,0,0.972397,0.235828,0.0480189,0,0.240667,1
835,0.835,0.5,0.835,0,0.973255,0.236616,0.0479515,0,0.241426,1
836,0.836,0.5,0.836,0,0.974113,0.237404,0.0478841,0,0.242185,1
837,0.837,0.5,0.837,0,0.974971,0.238192,0.0478167,0,0.242945,1
838,0.838,0.5,0.838,0,0.97583,0.238981,0.0477494,0,0.243704,1
839,0.839,0.5,0.839,0,0.976689,0.239751,0.0476723,0,0.244445,1
840,0.84,0.5,0.84,0,0.977548,0.240511,0.0475893,0,0.245174,1
841,0.841,0.5,0.841,0,0.978407,0.241271,0.0475063,0,0.245904,1
842,0.842,0.5,0.842,0,0.979267,0.242031,0.0474233,0,0.246634,1
843,0.843,0.5,0.843,0,0.980127,0.242791,0.0473403,0,0.247363,1
844,0.844,0.5,0.844,0,0.980987,0.243551,0.0472573,0,0.248094,1
845,0.845,0.5,0.845,0,0.981848,0.244311,0.0471743,0,0.248824,1
846,0.846,0.5,0.846,0,0.982709,0.245071,0.0470912,0,0.249554,1
847,0.847,0.5,0.847,0,0.98357,0.245831,0.0470082,0,0.250285,1
848,0.848,0.5,0.848,0,0.984431,0.246591,0.0469252,0,0.251016,1
849,0.849,0.5,0.849,0,0.985292,0.247336,0.0468336,0,0.251731,1
850,0.85,0.5,0.85,0,0.986154,0.248068,0.0467339,0,0.252432,1
851,0.851,0.5,0.851,0,0.987016,0.2488,0.0466342,0,0.253133,1
852,0.852,0.5,0.852,0,0.987879,0.249532,0.0465345,0,0.253834,1
853,0.853,0.5,0.853,0,0.988741,0.250263,0.0464348,0,0.254535,1
854,0.854,0.5,0.854,0,0.989604,0.250995,0.0463351,0,0.255236,1
855,0.855,0.5,0.855,0,0.990467,0.251727,0.0462354,0,0.255938,1
856,0.856,0.5,0.856,0,0.99133,0.252458,0.0461357,0,0.256639,1
857,0.857,0.5,0.857,0,0.992194,0.25319,0.046036,0,0.257341,1
858,0.858,0.5,0.858,0,0.993058,0.253922,0.0459363,0,0.258043,1
859,0.859,0.5,0.859,0,0.993922,0.254643,0.0458291,0,0.258734,1
860,0.86,0.5,0.86,0,0.994786,0.25535,0.0457112,0,0.25941,1
861,0.861,0.5,0.861,0,0.995651,0.256057,0.0455934,0,0.260085,1
862,0.862,0.5,0.862,0,0.996516,0.256764,0.0454756,0,0.26076,1
863,0.863,0.5,0.863,0,0.997381,0.257471,0.0453577,0,0.261436,1
864,0.864,0.5,0.864,0,0.998246,0.258178,0.0452399,0,0.262112,1
865,0.865,0.5,0.865,0,0.999112,0.258885,0.045122,0,0.262788,1
866,0.866,0.5,0.866,0,0.999978,0.259592,0.0450042,0,0.263465,1
867,0.867,0.5,0.867,0,1.00084,0.260299,0.0448864,0,0.264141,1
868,0.868,0.5,0.868,0,1.00171,0.261006,0.0447685,0,0.264818,1
869,0.869,0.5,0.869,0,1.00258,0.261709,0.0446444,0,0.26549,1
870,0.87,0.5,0.87,0,1.00344,0.262402,0.0445063,0,0.266149,1
871,0.871,0.5,0.871,0,1.00431,0.263094,0.0443682,0,0.266809,1
872,0.872,0.5,0.872,0,1.00518,0.263787,0.0442301,0,0.267469,1
873,0.873,0.5,0.873,0,1.00605,0.26448,0.044092,0,0.26813,1
874,0.874,0.5,0.874,0,1.00691,0.265172,0.0439539,0,0.26879,1
875,0.875,0.5,0.875,0,1.00778,0.265865,0.0438158,0,0.269451,1
876,0.876,0.5,0.876,0,1.00865,0.266557,0.0436777,0,0.270112,1
877,0.877,0.5,0.877,0,1.00952,0.26725,0.0435396,0,0.270773,1
878,0.878,0.5,0.878,0,1.01039,0.267943,0.0434015,0,0.271435,1
879,0.879,0.5,0.879,0,1.01126,0.268637,0.0432584,0,0.272098,1
880,0.88,0.5,0.88,0,1.01213,0.269338,0.0430968,0,0.272765,1
881,0.881,0.5,0.881,0,1.013,0.27004,0.0429352,0,0.273432,1
882,0.882,0.5,0.882,0,1.01387,0.270741,0.0427736,0,0.274099,1
883,0.883,0.5,0.883,0,1.01474,0.271442,0.042612,0,0.274767,1
884,0.884,0.5,0.884,0,1.01561,0.272144,0.0424503,0,0.275435,1
885,0.885,0.5,0.885,0,1.01648,0.272845,0.0422887,0,0.276103,1
886,0.886,0.5,0.886,0,1.01735,0.273546,0.0421271,0,0.276771,1
887,0.887,0.5,0.887,0,1.01822,0.274248,0.0419655,0,0.27744,1
888,0.888,0.5,0.888,0,1.01909,0.274949,0.0418039,0,0.278109,1
889,0.889,0.5,0.889,0,1.01996,0.275656,0.0416391,0,0.278783,1
890,0.89,0.5,0.89,0,1.02083,0.276412,0.041449,0,0.279502,1
891,0.891,0.5,0.891,0,1.0217,0.277168,0.0412589,0,0.280222,1
892,0.892,0.5,0.892,0,1.02258,0.277924,0.0410688,0,0.280941,1
893,0.893,0.5,0.893,0,1.02345,0.278679,0.0408787,0,0.281661,1
894,0.894,0.5,0.894,0,1.02432,0.279435,0.0406886,0,0.282382,1
895,0.895,0.5,0.895,0,1.0252,0.280191,0.0404984,0,0.283102,1
896,0.896,0.5,0.896,0,1.02607,0.280946,0.0403083,0,0.283823,1
897,0.897,0.5,0.897,0,1.02694,0.281702,0.0401182,0,0.284545,1
898,0.898,0.5,0.898,0,1.02782,0.282458,0.0399281,0,0.285266,1
899,0.899,0.5,0.899,0,1.02869,0.283214,0.039738,0,0.285988,1
900,0.9,0.5,0.9,0,1.02956,0.284109,0.0395117,0,0.286844,1
901,0.901,0.5,0.901,0,1.03044,0.285004,0.0392858,0,0.287699,1
902,0.902,0.5,0.902,0,1.03131,0.285898,0.0390599,0,0.288554,1
903,0.903,0.5,0.903,0,1.03219,0.286793,0.038834,0,0.28941,1
904,0.904,0.5,0.904,0,1.03306,0.287687,0.0386081,0,0.290266,1
905,0.905,0.5,0.905,0,1.03394,0.288581,0.0383822,0,0.291123,1
906,0.906,0.5,0.906,0,1.03481,0.289476,0.0381563,0,0.29198,1
907,0.907,0.5,0.907,0,1.03569,0.29037,0.0379304,0,0.292837,1
908,0.908,0.5,0.908,0,1.03656,0.291264,0.0377045,0,0.293695,1
909,0.909,0.5,0.909,0,1.03744,0.292159,0.0374786,0,0.294553,1
910,0.91,0.5,0.91,0,1.03832,0.293312,0.0372111,0,0.295663,1
911,0.911,0.5,0.911,0,1.03919,0.294491,0.0369394,0,0.296799,1
912,0.912,0.5,0.912,0,1.04007,0.29567,0.0366677,0,0.297935,1
913,0.913,0.5,0.913,0,1.04095,0.296849,0.0363961,0,0.299072,1
914,0.914,0.5,0.914,0,1.04182,0.298028,0.0361244,0,0.30021,1
915,0.915,0.5,0.915,0,1.0427,0.299207,0.0358527,0,0.301348,1
916,0.916,0.5,0.916,0,1.04358,0.300386,0.035581,0,0.302486,1
917,0.917,0.5,0.917,0,1.04446,0.301565,0.0353094,0,0.303625,1
918,0.918,0.5,0.918,0,1.04533,0.302744,0.0350377,0,0.304765,1
919,0.919,0.5,0.919,0,1.04621,0.303924,0.034766,0,0.305906,1
920,0.92,0.5,0.92,0,1.04709,0.305526,0.0344476,0,0.307462,1
921,0.921,0.5,0.921,0,1.04797,0.307229,0.034118,0,0.309118,1
922,0.922,0.5,0.922,0,1.04885,0.308933,0.0337884,0,0.310775,1
923,0.923,0.5,0.923,0,1.04973,0.310636,0.0334588,0,0.312433,1
924,0.924,0.5,0.924,0,1.05061,0.312339,0.0331292,0,0.314091,1
925,0.925,0.5,0.925,0,1.05149,0.314042,0.0327997,0,0.315751,1
926,0.926,0.5,0.926,0,1.05237,0.315746,0.0324701,0,0.317411,1
927,0.927,0.5,0.927,0,1.05325,0.317449,0.0321405,0,0.319072,1
928,0.928,0.5,0.928,0,1.05413,0.319152,0.031811,0,0.320734,1
929,0.929,0.5,0.929,0,1.05501,0.320855,0.0314814,0,0.322396,1
930,0.93,0.5,0.93,0,1.05589,0.323191,0.0311022,0,0.324684,1
931,0.931,0.5,0.931,0,1.05677,0.325788,0.0307026,0,0.327231,1
932,0.932,0.5,0.932,0,1.05765,0.328385,0.030303,0,0.32978,1
933,0.933,0.5,0.933,0,1.05853,0.330982,0.0299033,0,0.33233,1
934,0.934,0.5,0.934,0,1.05941,0.333579,0.0295036,0,0.334881,1
935,0.935,0.5,0.935,0,1.06029,0.336176,0.029104,0,0.337433,1
936,0.936,0.5,0.936,0,1.06118,0.338773,0.0287044,0,0.339987,1
937,0.937,0.5,0.937,0,1.06206,0.34137,0.0283047,0,0.342541,1
938,0.938,0.5,0.938,0,1.06294,0.343967,0.0279051,0,0.345097,1
939,0.939,0.5,0.939,0,1.06382,0.346564,0.0275054,0,0.347654,1
940,0.94,0.5,0.94,0,1.06471,0.350024,0.0270589,0,0.351068,1
941,0.941,0.5,0.941,0,1.06559,0.354045,0.0265819,0,0.355041,1
942,0.942,0.5,0.942,0,1.06647,0.358066,0.0261049,0,0.359016,1
943,0.943,0.5,0.943,0,1.06736,0.362087,0.0256278,0,0.362993,1
944,0.944,0.5,0.944,0,1.06824,0.366108,0.0251508,0,0.366971,1
945,0.945,0.5,0.945,0,1.06912,0.370129,0.0246738,0,0.37095,1
946,0.946,0.5,0.946,0,1.07001,0.374149,0.0241968,0,0.374931,1
947,0.947,0.5,0.947,0,1.07089,0.378171,0.0237198,0,0.378914,1
948,0.948,0.5,0.948,0,1.07178,0.382191,0.0232428,0,0.382898,1
949,0.949,0.5,0.949,0,1.07266,0.386212,0.0227658,0,0.386883,1
950,0.95,0.5,0.95,0,1.07355,0.3913,0.0222528,0,0.391932,1
951,0.951,0.5,0.951,0,1.07443,0.397433,0.0217046,0,0.398025,1
952,0.952,0.5,0.952,0,1.07532,0.403566,0.0211564,0,0.40412,1
953,0.953,0.5,0.953,0,1.0762,0.409699,0.0206082,0,0.410217,1
954,0.954,0.5,0.954,0,1.07709,0.415832,0.02006,0,0.416316,1
955,0.955,0.5,0.955,0,1.07797,0.421965,0.0195118,0,0.422416,1
956,0.956,0.5,0.956,0,1.07886,0.428098,0.0189636,0,0.428518,1
957,0.957,0.5,0.957,0,1.07974,0.434231,0.0184153,0,0.434622,1
958,0.958,0.5,0.958,0,1.08063,0.440364,0.0178671,0,0.440727,1
959,0.959,0.5,0.959,0,1.08152,0.446497,0.0173189,0,0.446833,1
960,0.96,0.5,0.96,0,1.0824,0.453789,0.0167559,0,0.454098,1
961,0.961,0.5,0.961,0,1.08329,0.462789,0.0161708,0,0.463072,1
962,0.962,0.5,0.962,0,1.08418,0.471789,0.0155858,0,0.472047,1
963,0.963,0.5,0.963,0,1.08507,0.480789,0.0150008,0,0.481023,1
964,0.964,0.5,0.964,0,1.08595,0.48979,0.0144158,0,0.490002,1
965,0.965,0.5,0.965,0,1.08684,0.49879,0.0138308,0,0.498981,1
966,0.966,0.5,0.966,0,1.08773,0.50779,0.0132458,0,0.507963,1
967,0.967,0.5,0.967,0,1.08862,0.51679,0.0126608,0,0.516945,1
968,0.968,0.5,0.968,0,1.08951,0.525791,0.0120758,0,0.525929,1
969,0.969,0.5,0.969,0,1.09039,0.534791,0.0114908,0,0.534914,1
970,0.97,0.5,0.97,0,1.09128,0.544827,0.0109141,0,0.544936,1
971,0.971,0.5,0.971,0,1.09217,0.557245,0.0103567,0,0.557342,1
972,0.972,0.5,0.972,0,1.09306,0.569664,0.00979922,0,0.569748,1
973,0.973,0.5,0.973,0,1.09395,0.582082,0.00924177,0,0.582155,1
974,0.974,0.5,0.974,0,1.09484,0.5945,0.00868432,0,0.594564,1
975,0.975,0.5,0.975,0,1.09573,0.606919,0.00812684,0,0.606974,1
976,0.976,0.5,0.976,0,1.09662,0.619338,0.00756939,0,0.619384,1
977,0.977,0.5,0.977,0,1.09751,0.631756,0.00701195,0,0.631795,1
978,0.978,0.5,0.978,0,1.0984,0.644174,0.0064545,0,0.644206,1
979,0.979,0.5,0.979,0,1.09929,0.656592,0.00589705,0,0.656619,1
980,0.98,0.5,0.98,0,1.10018,0.669666,0.00537301,0,0.669687,1
981,0.981,0.5,0.981,0,1.10107,0.685323,0.00498106,0,0.685341,1
982,0.982,0.5,0.982,0,1.10196,0.70098,0.00458912,0,0.700995,1
983,0.983,0.5,0.983,0,1.10285,0.716637,0.00419718,0,0.716649,1
984,0.984,0.5,0.984,0,1.10375,0.732295,0.00380521,0,0.732305,1
985,0.985,0.5,0.985,0,1.10464,0.747952,0.00341327,0,0.74796,1
986,0.986,0.5,0.986,0,1.10553,0.763609,0.00302133,0,0.763615,1
987,0.987,0.5,0.987,0,1.10642,0.779266,0.00262939,0,0.779271,1
988,0.988,0.5,0.988,0,1.10731,0.794923,0.00223744,0,0.794926,1
989,0.989,0.5,0.989,0,1.10821,0.810581,0.00184548,0,0.810583,1
990,0.99,0.5,0.99,0,1.1091,0.82552,0.00148004,0,0.825522,1
991,0.991,0.5,0.991,0,1.10999,0.83407,0.00135051,0,0.834071,1
992,0.992,0.5,0.992,0,1.11088,0.842619,0.00122098,0,0.84262,1
